Player,Tm,MP,PTS,TRB,AST,STL,BLK,FG_perc,3pt_perc,FT_perc,WS,VORP,BPM,All_NBA,All_Star
Scottie Pippen,CHI,38.2,21.4,8.1,5.2,2.9,1.1,0.48,0.345,0.716,11.8,7.4,7.8,1,1
Shaquille O'Neal,ORL,37,29.3,11.4,2.7,0.9,2.4,0.583,0,0.533,14,5.4,5.4,1,1
Reggie Miller,IND,32.9,19.6,2.6,3,1.2,0.2,0.462,0.415,0.897,11.4,4.3,4.3,1,1
Grant Hill,DET,38.3,19.9,6.4,5,1.8,0.9,0.477,0.148,0.732,5.4,2.6,1.8,0,1
Patrick Ewing,NYK,37,23.9,11,2.7,0.9,2,0.503,0.286,0.75,9.6,3.1,2.2,0,1
Joe Dumars,DET,38,18.1,2.4,5.5,1.1,0.1,0.43,0.305,0.805,1.7,-0.4,-2.6,0,1
Larry Johnson,CHH,39.9,18.8,7.2,4.6,1,0.3,0.48,0.386,0.774,8.5,4,2.9,0,1
Alonzo Mourning,CHH,38.2,21.3,9.9,1.4,0.6,2.9,0.519,0.324,0.761,9.4,2.5,1.3,0,1
Dana Barros,PHI,40.5,20.6,3.3,7.5,1.8,0,0.49,0.464,0.899,12.7,5.3,4.3,0,1
Vin Baker,MIL,41,17.7,10.3,3.6,1,1.4,0.483,0.292,0.593,5.8,3.1,1.6,0,1
Tyrone Hill,CLE,34.2,13.8,10.9,0.8,0.8,0.6,0.504,0,0.662,6.9,0.5,-1.1,0,1
Clyde Drexler,HOU,35.9,21.8,6.3,4.8,1.8,0.6,0.461,0.36,0.824,11.7,5.9,6.5,1,0
Dennis Rodman,SAS,32,7.1,16.8,2,0.6,0.5,0.571,0,0.676,5.8,2.3,3.8,1,0
Anfernee Hardaway,ORL,36.8,21.7,4.3,7.1,2,0.5,0.513,0.314,0.767,14.4,6.4,6.4,1,1
Shaquille O'Neal,ORL,36,26.6,11,2.9,0.6,2.1,0.573,0.5,0.487,6.9,2.7,3.5,1,1
Grant Hill,DET,40.8,20.2,9.8,6.9,1.3,0.6,0.462,0.192,0.751,11.7,5.8,5.1,1,1
Scottie Pippen,CHI,36.7,19.4,6.4,5.9,1.7,0.7,0.463,0.374,0.679,12.3,6.3,6.8,1,1
Michael Jordan,CHI,37.7,30.4,6.6,4.3,2.2,0.5,0.495,0.427,0.834,20.4,8.3,8.6,1,1
Terrell Brandon,CLE,34.3,19.3,3.3,6.5,1.8,0.4,0.465,0.387,0.887,12.7,5.2,6,0,1
Reggie Miller,IND,34.5,21.1,2.8,3.3,1,0.2,0.473,0.41,0.863,10.3,3.9,3.9,1,1
Juwan Howard,WSB,40.7,22.1,8.1,4.4,0.8,0.5,0.489,0.308,0.749,5.6,1.8,0.2,1,1
Glen Rice,CHH,39.8,21.6,4.8,2.9,1.2,0.2,0.471,0.424,0.837,8.3,3,1.8,0,1
Vin Baker,MIL,40.5,21.1,9.9,2.6,0.8,1.1,0.489,0.208,0.67,6.2,2.1,0.4,0,1
Alonzo Mourning,MIA,38.2,23.2,10.4,2.3,1,2.7,0.523,0.3,0.685,9.9,4.3,4.4,0,1
Patrick Ewing,NYK,36.6,22.5,10.6,2.1,0.9,2.4,0.466,0.143,0.761,6.8,1.1,-0.4,0,1
Shawn Kemp,SEA,33.3,19.6,11.4,2.2,1.2,1.6,0.561,0.417,0.742,11.2,3.9,3.8,1,1
Jason Kidd,DAL,37.5,16.6,6.8,9.7,2.2,0.3,0.381,0.336,0.692,4.3,3.5,2.7,0,1
Clyde Drexler,HOU,38.4,19.3,7.2,5.8,2,0.5,0.433,0.332,0.784,6.7,3.4,4.7,0,1
Charles Barkley,PHO,37.1,23.2,11.6,3.7,1.6,0.8,0.5,0.28,0.777,10.5,5.2,5.9,1,1
Hakeem Olajuwon,HOU,38.8,26.9,10.9,3.6,1.6,2.9,0.514,0.214,0.724,9.7,4.7,4.6,1,1
Gary Payton,SEA,39,19.3,4.2,7.5,2.9,0.2,0.484,0.328,0.748,11.5,5.3,4.7,1,1
Mitch Richmond,SAC,36.4,23.1,3.3,3.1,1.5,0.2,0.447,0.437,0.866,9.3,3.6,2.9,1,1
David Robinson,SAS,36.8,25,12.2,3,1.4,3.3,0.516,0.333,0.761,18.3,8.5,9.2,1,1
Sean Elliott,SAS,37.7,20,5.1,2.7,0.9,0.4,0.466,0.411,0.771,7.7,2.9,2,0,1
Karl Malone,UTA,38,25.7,9.8,4.2,1.7,0.7,0.519,0.4,0.723,15.1,7.4,7.3,1,1
John Stockton,UTA,35.5,14.7,2.8,11.2,1.7,0.2,0.538,0.422,0.83,13,4.2,3.7,1,1
Dikembe Mutombo,DEN,36.7,11,11.8,1.5,0.5,4.5,0.499,0,0.695,7.6,3.6,3.2,0,1
Michael Jordan,CHI,37.9,29.6,5.9,4.3,1.7,0.5,0.486,0.374,0.833,18.3,6.8,6.7,1,1
Scottie Pippen,CHI,37.7,20.2,6.5,5.7,1.9,0.5,0.474,0.368,0.701,13.1,6.7,6.6,1,1
Anfernee Hardaway,ORL,37.6,20.5,4.5,5.6,1.6,0.6,0.447,0.318,0.82,8.1,3.8,4.7,1,1
Grant Hill,DET,39.3,21.4,9,7.3,1.8,0.6,0.496,0.303,0.711,14.6,7.9,8,1,1
Dikembe Mutombo,ATL,37.2,13.3,11.6,1.4,0.6,3.3,0.527,0,0.705,11.3,3.9,3.2,0,1
Glen Rice,CHH,42.6,26.8,4,2,0.9,0.3,0.477,0.47,0.867,10.8,2.7,1.2,1,1
Vin Baker,MIL,40.5,21,10.3,2.7,1,1.4,0.505,0.278,0.687,8.3,3.7,2.6,1,1
Christian Laettner,ATL,38.3,18.1,8.8,2.7,1.2,0.8,0.486,0.352,0.816,11.6,3.8,2.8,0,1
Terrell Brandon,CLE,36.8,19.5,3.9,6.3,1.8,0.4,0.438,0.373,0.902,10.8,4.8,4.6,0,1
Tim Hardaway,MIA,38.7,20.3,3.4,8.6,1.9,0.1,0.415,0.344,0.799,12.9,5.6,5.1,1,1
Chris Webber,WSB,39,20.1,10.3,4.6,1.7,1.9,0.518,0.397,0.565,9.3,6.1,6.6,0,1
Joe Dumars,DET,37,14.7,2.4,4,0.7,0,0.44,0.432,0.867,8.8,2.3,1.2,0,1
Gary Payton,SEA,39.2,21.8,4.6,7.1,2.4,0.2,0.476,0.313,0.715,12.9,6.2,5.6,1,1
John Stockton,UTA,35.3,14.4,2.8,10.5,2,0.2,0.548,0.422,0.846,13.6,4.3,3.9,1,1
Hakeem Olajuwon,HOU,36.6,23.2,9.2,3,1.5,2.2,0.51,0.313,0.787,9.1,3.7,3.2,1,1
Karl Malone,UTA,36.6,27.4,9.9,4.5,1.4,0.6,0.55,0,0.755,16.7,7.9,8.5,1,1
Shawn Kemp,SEA,34,18.7,10,1.9,1.5,1,0.51,0.364,0.742,10,2.8,2,0,1
Latrell Sprewell,GSW,41.9,24.2,4.6,6.3,1.7,0.6,0.449,0.354,0.843,8.1,3.9,2.6,0,1
Mitch Richmond,SAC,38.6,25.9,3.9,4.2,1.5,0.3,0.454,0.428,0.861,10.8,4.2,3.3,1,1
Detlef Schrempf,SEA,35.9,16.8,6.5,4.4,1,0.3,0.492,0.354,0.801,8,2.7,2.8,0,1
Tom Gugliotta,MIN,38.7,20.6,8.7,4.1,1.6,1.1,0.442,0.258,0.82,6.7,3.2,2,0,1
Kevin Garnett,MIN,38.9,17,8,3.1,1.4,2.1,0.499,0.286,0.754,7.3,3.7,2.9,0,1
Eddie Jones,LAL,37.5,17.2,4.1,3.4,2.4,0.6,0.438,0.391,0.819,9.6,4.5,4,0,1
Chris Gatling,DAL,27.3,19,7.9,0.6,0.8,0.7,0.525,0.167,0.717,3.9,-0.2,-2.6,0,1
Shaquille O'Neal,LAL,38.1,26.2,12.5,3.1,0.9,2.9,0.557,0,0.484,8,4,6.3,1,1
Patrick Ewing,NYK,37,22.4,10.7,2,0.9,2.4,0.488,0.222,0.754,9.8,2.7,1.7,1,1
Anthony Mason,CHH,43.1,16.2,11.4,5.7,1,0.5,0.525,0.333,0.745,11.4,5.2,4.5,1,0
Michael Jordan,CHI,38.8,28.7,5.8,3.5,1.7,0.5,0.465,0.238,0.784,15.8,5.3,4.6,1,1
Grant Hill,DET,40.7,21.1,7.7,6.8,1.8,0.7,0.452,0.143,0.74,10.2,5.6,4.8,1,1
Shawn Kemp,CLE,34.6,18,9.3,2.5,1.4,1.1,0.445,0.25,0.727,6.8,2.5,1.6,0,1
Dikembe Mutombo,ATL,35.6,13.4,11.4,1,0.4,3.4,0.537,0,0.67,10.8,3.3,2.5,1,1
Anfernee Hardaway,ORL,32.9,16.4,4,3.6,1.5,0.8,0.377,0.3,0.763,1.1,0.3,0.2,0,1
Rik Smits,IND,28.6,16.7,6.9,1.4,0.5,1.2,0.495,0,0.783,6.1,1.2,0.3,0,1
Reggie Miller,IND,34.5,19.5,2.9,2.1,1,0.1,0.477,0.429,0.868,12,4.4,4.3,1,1
Jayson Williams,NJN,36,12.9,13.6,1,0.7,0.8,0.498,0,0.666,8.4,2.4,2.1,0,1
Tim Hardaway,MIA,37.4,18.9,3.7,8.3,1.7,0.2,0.431,0.351,0.781,11.7,5.1,4.6,1,1
Glen Rice,CHH,40.2,22.3,4.3,2.2,0.9,0.3,0.457,0.433,0.849,9.3,2.3,0.7,1,1
Steve Smith,ATL,39.1,20.1,4.2,4,1,0.4,0.444,0.351,0.855,10.2,3.7,3.1,0,1
Antoine Walker,BOS,39.9,22.4,10.2,3.3,1.7,0.7,0.423,0.312,0.645,4.7,2.2,0.7,0,1
Gary Payton,SEA,38.4,19.2,4.6,8.3,2.3,0.2,0.453,0.338,0.744,12.5,5.6,5,1,1
Kobe Bryant,LAL,26,15.4,3.1,2.5,0.9,0.5,0.428,0.341,0.794,6.3,1.1,0.2,0,1
Kevin Garnett,MIN,39.3,18.5,9.6,4.2,1.7,1.8,0.491,0.188,0.738,9.6,5.5,4.8,0,1
Shaquille O'Neal,LAL,36.3,28.3,11.4,2.4,0.7,2.4,0.584,0,0.527,10.2,3.6,4.6,1,1
Karl Malone,UTA,37.4,27,10.3,3.9,1.2,0.9,0.53,0.333,0.761,16.4,6.9,7,1,1
Eddie Jones,LAL,36.4,16.9,3.8,3.1,2,0.7,0.484,0.389,0.765,10.1,4.6,4.3,0,1
David Robinson,SAS,33.7,21.6,10.6,2.7,0.9,2.6,0.511,0.25,0.735,13.8,6.1,7.8,1,1
Vin Baker,SEA,35.9,19.2,8,1.9,1.1,1,0.542,0.143,0.591,10.4,3,2,1,1
Nick Van Exel,LAL,32.1,13.8,3,6.9,1,0.1,0.419,0.389,0.791,7.1,1.8,1.4,0,1
Jason Kidd,PHO,38,11.6,6.2,9.1,2,0.3,0.416,0.313,0.799,8,4,3.1,0,1
Mitch Richmond,SAC,36.7,23.2,3.3,4,1.3,0.2,0.445,0.389,0.864,7.9,2.8,2.3,1,1
Tim Duncan,SAS,39.1,21.1,11.9,2.7,0.7,2.5,0.549,0,0.662,12.8,6,5.5,1,1
Rod Strickland,WAS,39.7,17.8,5.3,10.5,1.7,0.3,0.434,0.25,0.726,8.1,3.5,2.6,1,0
Scottie Pippen,CHI,37.5,19.1,5.2,5.8,1.8,1,0.447,0.318,0.777,6.6,3.2,5.8,1,0
Kevin Garnett,MIN,40,22.9,11.8,5,1.5,1.6,0.497,0.37,0.765,11.6,6.6,6.1,1,1
Jason Kidd,PHO,39,14.3,7.2,10.1,2,0.4,0.409,0.337,0.829,8.5,4.1,4.1,1,1
Tim Duncan,SAS,38.9,23.2,12.4,3.2,0.9,2.2,0.49,0.091,0.761,13,5.9,6.1,1,1
Kobe Bryant,LAL,38.2,22.5,6.3,4.9,1.6,0.9,0.468,0.319,0.821,10.6,4.7,5.3,1,1
Shaquille O'Neal,LAL,40,29.7,13.6,3.8,0.5,3,0.574,0,0.524,18.6,9.3,9.7,1,1
Rasheed Wallace,POR,35.1,16.4,7,1.8,1.1,1.3,0.519,0.16,0.704,9.3,2.9,2.1,0,1
Gary Payton,SEA,41.8,24.2,6.5,8.9,1.9,0.2,0.448,0.34,0.735,13.9,7.6,6.8,1,1
Chris Webber,SAC,38.4,24.5,10.5,4.6,1.6,1.7,0.483,0.284,0.751,10.7,5.7,5.9,1,1
John Stockton,UTA,29.7,12.1,2.6,8.6,1.7,0.2,0.501,0.355,0.86,11.2,3.5,3.7,0,1
Michael Finley,DAL,42.2,22.6,6.3,5.3,1.3,0.4,0.457,0.401,0.82,8.3,3.8,2.4,0,1
David Robinson,SAS,32,17.8,9.6,1.8,1.2,2.3,0.512,0,0.726,12.7,4.8,5.5,1,1
Karl Malone,UTA,35.9,25.5,9.5,3.7,1,0.9,0.509,0.25,0.797,15.3,6.6,6.9,1,1
Allen Iverson,PHI,40.8,28.4,3.8,4.7,2.1,0.1,0.421,0.341,0.713,6.9,3.3,2.6,1,1
Vince Carter,TOR,38.1,25.7,5.8,3.9,1.3,1.1,0.465,0.403,0.791,11.8,5.2,4.6,1,1
Alonzo Mourning,MIA,34.8,21.7,9.5,1.6,0.5,3.7,0.551,0,0.711,12.9,4.6,4.6,1,1
Eddie Jones,CHH,39,20.1,4.8,4.2,2.7,0.7,0.427,0.375,0.864,10.1,5.2,5.3,1,1
Grant Hill,DET,37.5,25.8,6.6,5.2,1.4,0.6,0.489,0.347,0.795,10.7,4.7,4.8,1,1
Reggie Miller,IND,36.9,18.1,3,2.3,1,0.3,0.448,0.408,0.919,10.1,4,3.3,0,1
Allan Houston,NYK,38.6,19.7,3.3,2.7,0.8,0.2,0.483,0.436,0.838,8.6,2.8,1.5,0,1
Ray Allen,MIL,37.4,22.1,4.4,3.8,1.3,0.2,0.455,0.423,0.887,10.1,3.9,3,0,1
Glenn Robinson,MIL,35.9,20.9,6,2.4,1,0.5,0.472,0.363,0.802,4.8,0.9,-0.8,0,1
Dikembe Mutombo,ATL,36.4,11.5,14.1,1.3,0.3,3.3,0.562,0,0.708,9.9,3.6,2.8,0,1
Jerry Stackhouse,DET,38.4,23.6,3.8,4.5,1.3,0.4,0.428,0.288,0.815,7.3,2,0.6,0,1
Dale Davis,IND,28.7,10,9.9,0.9,0.7,1.3,0.502,0,0.685,7.1,2,1.6,0,1
Stephon Marbury,NJN,38.9,22.2,3.2,8.4,1.5,0.2,0.432,0.283,0.813,7.4,2.8,1.8,1,0
Allen Iverson,PHI,42,31.1,3.8,4.6,2.5,0.3,0.42,0.32,0.814,11.8,5.1,4.8,1,1
Vince Carter,TOR,39.7,27.6,5.5,3.9,1.5,1.1,0.46,0.408,0.765,12.9,6.8,7,1,1
Tracy McGrady,ORL,40.1,26.8,7.5,4.6,1.5,1.5,0.457,0.355,0.733,12.2,5.9,5.6,1,1
Antonio Davis,TOR,35,13.7,10.1,1.4,0.3,1.9,0.433,0,0.754,7.2,1.3,-0.1,0,1
Anthony Mason,MIA,40.7,16.1,9.6,3.1,1,0.3,0.482,0,0.781,11.6,3.8,2.7,0,1
Dikembe Mutombo,ATL,34.5,10,13.5,1,0.4,2.7,0.484,0,0.725,8.1,2.2,1.4,1,1
Ray Allen,MIL,38.2,22,5.2,4.6,1.5,0.2,0.48,0.433,0.888,13.7,6,5.6,1,1
Stephon Marbury,NJN,38.2,23.9,3.1,7.6,1.2,0.1,0.441,0.328,0.79,7.8,3.7,3.7,0,1
Glenn Robinson,MIL,37,22,6.9,3.3,1.1,0.8,0.468,0.299,0.82,6.7,1.9,0.7,0,1
Latrell Sprewell,NYK,39.2,17.7,4.5,3.5,1.4,0.4,0.43,0.304,0.783,5.1,1.9,0.5,0,1
Jerry Stackhouse,DET,40.2,29.8,3.9,5.1,1.2,0.7,0.402,0.351,0.822,9.2,4.6,3.7,0,1
Allan Houston,NYK,36.6,18.7,3.6,2.2,0.7,0.1,0.449,0.381,0.909,7.5,1.6,0.3,0,1
Kobe Bryant,LAL,40.9,28.5,5.9,5,1.7,0.6,0.464,0.305,0.853,11.3,4.4,4.2,1,1
Jason Kidd,PHO,39.8,16.9,6.4,9.8,2.2,0.3,0.411,0.297,0.814,9.6,5.3,4.8,1,1
Chris Webber,SAC,40.5,27.1,11.1,4.2,1.3,1.7,0.481,0.071,0.703,11,4.9,4.9,1,1
Tim Duncan,SAS,38.7,22.2,12.2,3,0.9,2.3,0.499,0.259,0.618,13.2,5.9,5.4,1,1
Kevin Garnett,MIN,39.5,22,11.4,5,1.4,1.8,0.477,0.288,0.764,11.8,6.2,5.7,1,1
Rasheed Wallace,POR,38.2,19.2,7.8,2.8,1.2,1.8,0.501,0.321,0.766,11,4.5,4.1,0,1
Michael Finley,DAL,42,21.5,5.2,4.4,1.4,0.4,0.458,0.346,0.775,8.5,3.7,2.3,0,1
Gary Payton,SEA,41.1,23.1,4.6,8.1,1.6,0.3,0.456,0.375,0.766,10.8,5.1,4.3,1,1
Antonio McDyess,DEN,36.5,20.8,12.1,2.1,0.6,1.5,0.495,0,0.7,7.8,2,1.1,0,1
David Robinson,SAS,29.6,14.4,8.6,1.5,1,2.5,0.486,0,0.747,12.1,4.5,5.5,1,1
Vlade Divac,SAC,29.9,12,8.3,2.9,1.1,1.1,0.482,0.286,0.691,7.4,2.9,2.8,0,1
Karl Malone,UTA,35.7,23.2,8.3,4.5,1.1,0.8,0.498,0.4,0.793,13.1,5.8,5.9,1,1
Dirk Nowitzki,DAL,38.1,21.8,9.2,2.1,1,1.2,0.474,0.387,0.838,14.6,5.3,4.7,1,0
Shaquille O'Neal,LAL,39.5,28.7,12.7,3.7,0.6,2.8,0.572,0,0.513,14.9,6.8,7.3,1,1
Kobe Bryant,LAL,38.3,25.2,5.5,5.5,1.5,0.4,0.469,0.25,0.829,12.7,5,4.4,1,1
Tim Duncan,SAS,40.6,25.5,12.7,3.7,0.7,2.5,0.508,0.1,0.799,17.8,8.1,7.6,1,1
Kevin Garnett,MIN,39.2,21.2,12.1,5.2,1.2,1.6,0.47,0.319,0.801,12.8,7,6.7,1,1
Chris Webber,SAC,38.4,24.5,10.1,4.8,1.7,1.4,0.495,0.263,0.749,8.6,4.3,6.2,1,1
Steve Francis,HOU,41.1,21.6,7,6.4,1.2,0.4,0.417,0.324,0.773,4.4,2.9,2.9,0,1
Dirk Nowitzki,DAL,38,23.4,9.9,2.4,1.1,1,0.477,0.397,0.853,13.4,4.8,4.7,1,1
Steve Nash,DAL,34.6,17.9,3.1,7.7,0.6,0,0.483,0.455,0.887,9.9,3.1,2.3,1,1
Gary Payton,SEA,40.3,22.1,4.8,9,1.6,0.3,0.467,0.314,0.797,12.6,5.5,4.6,1,1
Elton Brand,LAC,37.8,18.2,11.6,2.4,1,2,0.527,0,0.742,13.6,6.2,6.2,0,1
Peja Stojakovic,SAC,37.3,21.2,5.3,2.5,1.1,0.2,0.484,0.416,0.876,9.9,3.2,2.7,0,1
Wally Szczerbiak,MIN,38,18.7,4.8,3.1,0.8,0.3,0.508,0.455,0.831,8.7,3.1,1.9,0,1
Allen Iverson,PHI,43.7,31.4,4.5,5.5,2.8,0.2,0.398,0.291,0.812,6.9,3.9,3.8,1,1
Michael Jordan,WAS,34.9,22.9,5.7,5.2,1.4,0.4,0.416,0.189,0.79,3.3,2.4,2.5,0,1
Dikembe Mutombo,PHI,36.3,11.5,10.8,1,0.4,2.4,0.501,0,0.764,9.6,2.5,1.3,1,1
Jason Kidd,NJN,37.3,14.7,7.3,9.9,2.1,0.2,0.391,0.321,0.814,8.9,5.4,5.1,1,1
Antoine Walker,BOS,42,22.1,8.8,5,1.5,0.5,0.394,0.344,0.741,6.7,4.3,3,0,1
Ray Allen,MIL,36.6,21.8,4.5,3.9,1.3,0.3,0.462,0.434,0.873,8.9,4,4.3,0,1
Tracy McGrady,ORL,38.3,25.6,7.9,5.3,1.6,1,0.451,0.364,0.748,11.5,5.9,6,1,1
Paul Pierce,BOS,40.3,26.1,6.9,3.2,1.9,1,0.442,0.404,0.809,12.9,5.7,4.9,1,1
Shareef Abdur-Rahim,ATL,38.7,21.2,9,3.1,1.3,1.1,0.461,0.3,0.801,7.2,3,2,0,1
Jermaine O'Neal,IND,37.6,19,10.5,1.6,0.6,2.3,0.479,0.071,0.688,6.4,1.5,0.2,1,1
Alonzo Mourning,MIA,32.7,15.7,8.4,1.2,0.4,2.5,0.516,0.333,0.657,7.4,1.9,1.1,0,1
Baron Davis,CHH,40.5,18.1,4.3,8.5,2.1,0.6,0.417,0.356,0.58,8.2,5.2,4.2,0,1
Ben Wallace,DET,36.5,7.6,13,1.4,1.7,3.5,0.531,0,0.423,11.6,5.9,5.9,1,0
Shaquille O'Neal,LAL,36.1,27.2,10.7,3,0.6,2,0.579,0,0.555,13.2,5.5,7,1,1
Kevin Garnett,MIN,40.5,23,13.4,6,1.4,1.6,0.502,0.282,0.751,15.6,9,8.7,1,1
Tim Duncan,SAS,39.3,23.3,12.9,3.9,0.7,2.9,0.513,0.273,0.71,16.5,7.6,7.4,1,1
Kobe Bryant,LAL,41.5,30,6.9,5.9,2.2,0.8,0.451,0.383,0.843,14.9,7.1,6.4,1,1
Steve Francis,HOU,41,21,6.2,6.2,1.7,0.5,0.435,0.354,0.8,11.1,5.8,4.9,0,1
Yao Ming,HOU,29,13.5,8.2,1.7,0.4,1.8,0.498,0.5,0.811,8.7,2.4,1.9,0,1
Shaquille O'Neal,LAL,37.8,27.5,11.1,3.1,0.6,2.4,0.574,0,0.622,13.2,5.3,6.3,1,1
Shawn Marion,PHO,41.6,21.2,9.5,2.4,2.3,1.2,0.452,0.387,0.851,13,6.4,5.5,0,1
Dirk Nowitzki,DAL,39,25.1,9.9,3,1.4,1,0.463,0.379,0.881,16.1,6.1,5.7,1,1
Steve Nash,DAL,33.1,17.7,2.9,7.3,1,0.1,0.465,0.413,0.909,11.6,3.7,3.3,1,1
Gary Payton,SEA,40.1,20.4,4.2,8.3,1.7,0.3,0.454,0.297,0.71,9.1,4.2,3.2,0,1
Stephon Marbury,PHO,40,22.3,3.2,8.1,1.3,0.2,0.439,0.301,0.803,9.6,3.6,2.4,1,1
Peja Stojakovic,SAC,34,19.2,5.5,2,1,0.1,0.481,0.382,0.875,10.1,3.1,3.1,0,1
Allen Iverson,PHI,42.5,27.6,4.2,5.5,2.7,0.2,0.414,0.277,0.774,9.2,4.2,2.8,1,1
Tracy McGrady,ORL,39.4,32.1,6.5,5.5,1.7,0.8,0.457,0.386,0.793,16.1,8.7,9.7,1,1
Michael Jordan,WAS,37,20,6.1,3.8,1.5,0.5,0.445,0.291,0.821,6.2,2.3,1,0,1
Jermaine O'Neal,IND,37.2,20.8,10.3,2,0.9,2.3,0.484,0.333,0.731,10.5,3.3,2.6,1,1
Ben Wallace,DET,39.4,6.9,15.4,1.6,1.4,3.2,0.481,0.167,0.45,10.6,5.1,5.1,1,1
Jason Kidd,NJN,37.4,18.7,6.3,8.9,2.2,0.3,0.414,0.341,0.841,11.3,6.7,6.9,1,1
Vince Carter,TOR,34.2,20.6,4.4,3.3,1.1,1,0.467,0.344,0.806,4.2,1.7,2.7,0,1
Paul Pierce,BOS,39.2,25.9,7.3,4.4,1.8,0.8,0.416,0.302,0.802,10.1,4.9,4.2,1,1
Brad Miller,IND,31.1,13.1,8.3,2.6,0.9,0.6,0.493,0.313,0.818,9.6,3.3,3.8,0,1
Jamal Mashburn,NOH,40.5,21.6,6.1,5.6,1,0.2,0.422,0.389,0.848,9,3.3,2,1,1
Antoine Walker,BOS,41.5,20.1,7.2,4.8,1.5,0.4,0.388,0.323,0.615,2.6,1.9,0.3,0,1
Zydrunas Ilgauskas,CLE,30,17.2,7.5,1.6,0.7,1.9,0.441,0,0.781,5,0.7,-0.9,0,1
Chris Webber,SAC,39.1,23,10.5,5.4,1.6,1.3,0.461,0.238,0.607,6.9,3.8,3.8,1,1
Kobe Bryant,LAL,37.6,24,5.5,5.1,1.7,0.4,0.438,0.327,0.852,10.7,4.7,5.7,1,1
